ID,Journal Name,ISSNs,Q14,Q18
d06ba97b27f04895b38f94d3b1d730f2,Open Catalysis Journal,1876-214X,False,False
d01ae2acd31b4760837ea202fa046a2f,Pacific Journal of Science and Technology,1551-7624,False,False
d0ded6aaf2d4455e8611fc2d57a14d55,International Journal of Computer Trends and Technology,2231-2803,False,False
d0f0e3ee36fd42e88ec0dd1c88477080,Journal of Allergy & Therapy,2155-6121,False,False
d0f3df2fdfbd482daacfe3a7e16851a1,The Japanese Journal of Pharmacology,1347-3506,False,False
d43e778d87c446b4a59674bb7460d1d8,Science of Computer Programming,0167-6423,False,False
d443bc5fc220484d8503b9444f4df9c2,Journal of Maps,1744-5647,False,False
d4cce076c462457392a1f3dea590e500,Journal of Japan Society for Fuzzy Theory and Intelligent Informatics,"1881-7203, 1347-7986",False,False
d4ef887b9ceb43dc80415b6b7b9f3e3a,Journal Tunisien d’ORL et de Chirurgie Cervico-Faciale,1737-7803,False,False
d498993f13a64b34a46b225af4f875c2,Revista Eletrônica Patrimônio : Lazer & Turismo,1806-700X,False,False
d4c908f411b14c83ae461920f34a0f7d,Universidad y Sociedad,2218-3620,False,False
d65ac561bd4c4b198d2037e3285ec491,International journal of neuroscience.,"1563-5279, 0020-7454",False,False
d65ffd440ae94a30b9ddd13fbcd618e2,International Journal of Chemical and Pharmaceutical Sciences ,0976-9390,False,False
d5eea8df158a4f4387bcf2a85bc300fb,Revista Científica do ITPAC,1983-6708,False,False
d5f054b449da49bca28762b14fb08efa,Elore,1456-3010,False,False
d5fae0533ba749a5b5ba0c31a2f18d60,Suvremene Teme : Contemporary Issues,1847-2397,False,False
d60207c7021e4d05831fc8fc4e17ffab,Foucault Studies,1832-5203,False,False
d60cfb88fe3343bcb51c7c1f6b09cdb0,"Journal of Economics, Business and Management",2301-3567,False,False
cc1703ec8b2142f9be84986cf22dffa0,Journal of Modern Turkish Studies,1304-8015,False,False
cc2e3a4dd5224665ab6661f98d823daa,Breast Care,"1661-3805, 1661-3791",False,False
cc4b7e19cca54c649f5333fce5edb2b9,Journal of Science and Innovation,"2308-5266, 2078-5453",False,False
cc8154e5ca23493384e5de6244a6d2cb,Biosciences International,2278-1072,False,False
cb723dd74c26499a945cc49cb865f959,Proceedings of the Integrated Ocean Drilling Program,1930-1014,False,False
cb93bb3b21c44b5a903d230cddbb7980,Revista Internacional de la Pequeña y Mediana Empresa,1989-1725,False,False
cb9cf87ea906400d8af254d29c3d8d1f,La Aljaba (Luján),"0328-6169, 1669-5704",False,False
cbac6c2c51ae4abe96e303c65c55db80,Observatório da Jurisdição Constitucional,1982-4564,False,False
cbb64c8482ce429984e1493f633190b9,Ciencia en su PC,1027-2887,False,False
cbcc0e6ddfe542908d307bc605234b00,Sensing and Imaging,"1557-2064, 1557-2072",False,False
cb5af854d2a14d1193871ab0b3e733c8,"The English Languages : History, Diaspora, Culture",1929-5855,False,False
cce7ed365bd64a80bba4cb0ec844a69f,Journal of Fixed Point Theory and  Applications,"1661-7738, 1661-7746",False,False
ccec60db92c74390bc3cd881789ecd18,Canadian Journal of Educational Communication,0710-4340,False,False
cbd3b39279ed4e5baf83eac17688f02e,"Amerika : Mémoires, Identités, Territoires",2107-0806,False,False
ced1fbb7cb4d4c96b1be9cc0c1d9ac21,Bulletin of the Institute of Heat Engineering,1425-1353,False,False
cee69583f1664476bd80e3a7ffd0bf32,Reading and Writing,"1573-0905, 0922-4777",False,False
cf0a4fb520f04bf682460279cf06ef78,Nephrology Dialysis Transplantation,"0931-0509, 1460-2385",False,False
ce81f04598934da5bb50214a5483f6fa,Journal of Institute of Social Sciences,1309-3738,False,False
ce82f89e23094f2db5bd486a6d4b5731,Journal on Ethnopolitics and Minority Issues in Europe,1617-5247,False,False
ce9e8f1c6c204a89bc0e7fb43655af0c,South African Journal of Animal Science,0375-1589,False,False
cf6dd5745f914e4aba7e9e29140ea56a,Medical Computing Review,"1553-7595, 1553-7218",False,False
cff6c190189447da83b66329e24c046f,South African Family Practice,"2078-6190, 2078-6204",False,False
d005b7ff86c3441d98f0cf4f5bc54d7b,Psychiatria Polska,0033-2674,False,False
d008c843063c416399633e9d4876eae1,Journal of Spatial Hydrology,1530-4736,False,False
cfa0951d32c045f8a6481bbc31af81dc,International Journal of Pharmaceutical and Biological Archive,0976-3333,False,False
cfa0f23736ce4ad7887aaa0243c4df5f,World Journal of Hepatology,1948-5182,False,False
cf82511a39b044898a94b6637993e4ed,KSU Journal of Natural Sciences,1309-1743,False,False
cfd200fb462b480a93ef6cf088ec0795,Freshwater biology.,"0046-5070, 1365-2427",False,False
d1cca86f883b41cfbbaa3f6efc07d23d,"Revista de Instituciones, Ideas y Mercados","1851-1066, 1852-5970",False,False
d21df6003c3540a49d93a37d8a35e777,Journal of the European Academy of Dermatology and Venereology,0926-9959,False,False
d243b1723dc948a8b5d9b972035a2e5f,Journal of Statistics Education,1069-1898,False,False
d245337b28c44c64a091102d2464198d,Congenital Cardiology Today,"1554-0499, 1554-7787",False,False
d2a99ec15a6f4a4aa2e098c534aa5499,Electronic Research Announcements in Mathematical Sciences,1935-9179,False,False
d2abb5d9e888475fa4a44fb6f4a8b5cd,Thyroid,"1050-7256, 1557-9077",False,False
d2322e61884a4771ad9f255ef73e1f05,International Journal of Electronic Commerce Studies,2073-9729,False,False
d2ca2092664d44cda27bf866d1198fd2,Journal of Criminal Justice and Popular Culture,1070-8286,False,False
d5283a2cd1784acd804b3b5e9cf52d26,Platform : Postgraduate e-Journal of Theatre and Performing Arts,1751-0171,False,False
d536a94da4424451b4fa57b5cb01ca40,Brunei International Medical Journal,"2079-3146, 1560-5876",False,False
d53afab5d408494a9cdaf5edbf25fc96,Learning Exchange,2043-6602,False,False
d5bcab9b04534033b760303c26ebb3b9,Open Atherosclerosis & Thrombosis Journal      ,1876-5068,False,False
d555b841d4e84b32a94d832c02faea37,Purinergic Signalling,"1573-9546, 1573-9538",False,False
d560a695c8bc4f84bf24381cd4ddd567,Forum for Social Economics,"0736-0932, 1874-6381",False,False
d792848403294d5d8f90e3fb15c8947a,Swedish Journal of Sport Research,2001-6018,False,False
d7b090edd59b4944b75bb5aaab6a7b2c,International Journal of High Dilution Research,1982-6206,False,False
d97f5c596e4b428195781f16850523e1,Oceánide,1989-6328,False,False
d980af360538443bacb86215f79e70e4,Recorde : Revista de História do Esporte,1982-8985,False,False
d8d9b269e8814f929a3960ddfd1e34ff,Archives of Neuroscience,"2322-5769, 2322-3944",False,False
d8e718b8218d430e85e477d1baaa11ad,Fibrogenesis & Tissue Repair ,1755-1536,False,False
d951d46020aa44698c1701eca7531a8c,Archivos de la Sociedad Española de Oftalmología,0365-6691,False,False
d92b45d88c5d440da5d15059820adde3,BBA Clinical,2214-6474,False,False
db8ca714af6b46b5882931f0ee4d3d58,European Journal of Echocardiography,1525-2167,False,False
db8eb62b7e694a9bade53279016e7bc9,Missouri Journal of Mathematical Sciences,0899-6180,False,False
db78caa1a3424a43b6f234cf6291de49,Photosynthetica (Dordrecht),"1573-9058, 0300-3604",False,False
db553bc6c77345e0bf4dbd3323589455,Journal of Global Drug Policy and Practice,1934-4708,False,False
db4c0535f37342fb8e379ca19454f23e,Novo Znanie,"1314-5703, 2367-4598",False,False
df6280706df940a6815e101deee12ca3,Teoría y Praxis,1870-1582,False,False
df07d89bf74e4ed8b84583335ae3727a,International Journal of Advanced Statistics and Probability,2307-9045,False,False
df434068e13340bf89e8642f91c94cc5,Revista de Investigaciones Políticas y Sociológicas (RIPS),1577-239X,False,False
df023666b8ba4c2fb3506cddf2f49384,Novos Cadernos NAEA,"2179-7536, 1516-6481",False,False
91b4f6651f4546bb86287405a3221693,Journal for Educational Research Online,1866-6671,False,False
921a999b2699446795c8437cdbf437a7,International Journal of Phytopharmacy,2277-2928,False,False
917163f90d114de8968af14ce2808a5e,Natural Product Research - Parts A &B,"1478-6427, 1478-6419",False,False
9195eeee1b784e1db96955c6a56a139d,CES Medicina Veterinaria y Zootecnia,1900-9607,False,False
92079a77f50348e59fe6657d36013fa3,Schweizerisches Medizin-Forum ,XXXX-XXXX,False,False
912b72f523474f5a9f6026cc1862cdc6,International Journal of Microbiology Research,"0975-9174, 0975-5276",False,False
94b39083a9804e2cbe646fb85076e730,International Journal of Prisoner Health,"1744-9200, 1744-9219",False,False
94b704b9339541a8b46b97c11981a898,Revista Brasileira de Otorrinolaringologia,0034-7299,False,False
94c5f87045d44382b49e49c3ccbec883,Current Issues in Comparative Education,1523-1615,False,False
94d501e75523453b8619ad5e1649fb51,Luthor,1853-3272,False,False
945268ac0b054d2594bd9e3636cdab40,Clinical Pediatric Endocrinology,"1347-7358, 0918-5739",False,False
943ec5d2400c4e30a0a1e0eea6f52ebe,Indian Journal of Traditional Knowledge,"0972-5938, 0975-1068",False,False
971647cc78e84c50a2e3b148f4c7f012,Journal of Water Resources Research,"2166-6024, 2166-5982",False,False
9718c100ff3b40d597d7bb0009ec9281,Jundishapur Scientific Medical Journal,"2252-052X, 2252-0619",False,False
96da501424254a65b570a4717c2c51c0,Amyloid (Carnforth),"1350-6129, 1744-2818",False,False
969d5a0c896c4350b07e0088433ee51b,Grafica: Documents de Disseny Gràfic,2014-9298,False,False
98bd316cca4c453ca75d7640b41f9446,Soft matter,1744-683X,False,False
98bf4274b32648a99484c40748ff3ec3,Paradigma,1011-2251,False,False
995d727c5af7478fa2d08d2e8e7c1dad,International Bulletin of Drug Research ,2250-3692,False,False
9978362b2b254a739b32d21cadd08e47,Early Modern Literary Studies,1201-2459,False,False
991a6bd18b3848e7921bf01ecae7c15e,The economic history review,"0013-0117, 1468-0289",False,False
9859f483eb33461aa02783421b4838d0,Gestión y Política Pública,1405-1079,False,False
98ff07029d704f7b8f30fea3ff00557f,Agronomy Research,1406-894X,False,False
9fcb948d07204e38a7c3923de7bdc196,Environment and Natural Resources Research,"1927-0488, 1927-0496",False,False
9fccdb9cddce4875ac14c2e92241425e,Zeitschrift für Katalanistik,0932-2221,False,False
9fceb161e7e54a6e9724b41d16350f7a,Lobachevskii Journal of Mathematics,1818-9962,False,False
a00ce71525184141b49be283cb2e1c06,Denver Journal : an Online Review of Current Biblical and Theological Studies,D000-0900,False,False
a0159ae9728648d1882ba8b3ae07310f,Prospects (Paris) ,"1573-9090, 0033-1538",False,False
a0168ee88bd644c38563f4aaeb5bd2e6,Molecular Biology Reports,"0301-4851, 1573-4978",False,False
9fe9b9d08ea8421ab90954b93daf7f82,Diabetes Technology & Therapeutics,"1557-8593, 1520-9156",False,False
a253529dfd1e4a279f0166b5a72c110b,International Journal of Future Generation Communication and Networking,2233-7857,False,False
a25a7be174584c8d8b36c524e6ebf196,Journal of Electronic Commerce Research,"1526-6133, 1938-9027",False,False
a2c15d10b41544639f80e93e72e21a82,Journal of Business and Economic Management ,2315-7755,False,False
a1e44cefd1b84d159a4a6054a70e5dcd,Electronic Journal of Information Technology in Construction,1400-6529,False,False
a2a4a306210f4d81939d9a5d97af3012,Open Access Journal of Medicinal and Aromatic Plants,0974-7877,False,False
a22b33018d2c412bb858bbed612a3000,Baylor University Medical Center Proceedings,0899-8280,False,False
a1f1886a97f2481d9dd809cedcfd5f24,International Journal of Wireless & Mobile Networks ,"0975-4679, 0975-3834",False,False
a214f175a8b146c1b0f87ac73dec2566,Psychopathology,0254-4962,False,False
9c223cf691944f83989fecc52f3e7f76,Iniciación a la Investigación,1988-415X,False,False
9c323aac524b4fee8c1d2bf7a3243554,Stuttgarter Beiträge zur Naturkunde A (Biologie),"0341-0145, 2193-5513",False,False
9c34bf40da3f4c5caf67417182b138bb,Nutrición Clínica y Dietética Hospitalaria,"1989-208X, 0211-6057",False,False
9c37ac6b0efb4c529224564656071b55,Informatica,"1854-3871, 0350-5596",False,False
9c38a4c92cc74effa0b7a3949d157811,Natural Resources,2237-9290,False,False
9c090e9dc27c4d2eb9123ec9c664fd21,Materials Structure,1211-5894,False,False
9c0e9dcdb0e14d4bb96b587a38876ed1,Neuroscience & Medicine,"2158-2912, 2158-2947",False,False
a03e6d08ee93406bb6893c30ff941d79,Economia Global e Gestão ,0873-7444,False,False
a097e14d756848c582a03d36071343ca,Journal of Gastroenterology and Hepatology Research,"2224-3992, 2224-6509",False,False
a36405a5069040048edf9df6128e7548,Acta Paediatrica,"0803-5253, 1651-2227",False,False
a365e3ea94f84414a80b4e75752fcd2c,Human Vaccines,"1554-8600, 1554-8619",False,False
a3534638f94c4ddd957f955840f63732,Annual Review of Critical Psychology,1746-739X,False,False
a3a2659dfbeb4e07896631397ea19d17,Economia Aziendale Online,2038-5498,False,False
a387e05624be4f199e761ead2dacdc12,Business and Economic History On-Line,1941-7349,False,False
a582a836af4446ecac9b3b8f38ff9331,"Cadernos de Educação, Tecnologia e Sociedade",2316-9907,False,False
a9291bd39fcc48c2831e96b3fa69dd5c,Numerische Mathematik,"0029-599X, 0945-3245",False,False
a9400ff0af28431ba997bf84d6367854,Human Gene Therapy,"1557-7422, 1043-0342",False,False
ac6d289357a044e9a15e9a7722824bc5,International Journal of Combinatorics,"1687-9171, 1687-9163",False,False
acf80c18915e43839e2f1c830b9da6af,International Journal of Integrated Care,XXXX-XXXX,False,False
ad02de023fab4555b3d59727501b9eda,Cancer Science,1349-7006,False,False
b11b98e15fa243f18432ddeb5fd90da3,Revista Latinoamericana de Desarrollo Económico,2074-4706,False,False
b1a2fe2d71f64c6dbac089bc90e27fa0,International Socialism,"1754-4653, 0020-8736",False,False
b1b276d7390e4455a1989549b99a4f01,Transfusion Medicine,"1365-3148, 0958-7578",False,False
b13657a6c719404f9856488894f6df32,Banking and Finance Review,"1947-6140, 1947-7945",False,False
b1674b56d4864d45ace7c6873dea915d,Jurnal Citizenship,2088-7396,False,False
b18b5bf96c7d43e983d42b3ca41deb33,William & Mary Bill of Rights Journal,1065-8254,False,False
b0fa7fc7dace484d93ff0ed4c8f00b9a,"International Journal of Sport Management, Recreation & Tourism ",1791-874X,False,False
b102af20dadc48dd9d91db2418f40ca8,Journal of investigative surgery,"1521-0553, 0894-1939",False,False
b103c41c45784a6da795a4cc50918376,Journal of the History of Medicine and Allied Sciences,0022-5045,False,False
b1191775b6a74528bce5876f5fe76dc7,Annals of Tropical Medicine and Public Health,"1755-6783, 0974-6005",False,False
b52f68c7ee394dc3a121cb900da8879b,Iranica Journal of Energy and Environment (IJEE),"2079-2123, 2079-2115",False,False
b53807645b7d4baca4048f24160dace2,Iranian Journal of Health and Environment,"2008-3718, 2008-2029",False,False
b9e553537a47488a984c57fa4d4f674e,Inhalation Toxicology,"0895-8378, 1091-7691",False,False
ba21cc868c374f6aad9382687053d9ff,Tekhne e Logos,2176-4808,False,False
b995706d9ec94b428910bdea645095d6,African Journal of Business Ethics,"1817-7417, 0976-3600",False,False
bcc4e081ebf74b05adf4c8c96a0dc974,Optimization,"1029-4945, 0233-1934",False,False
bcc69381cbd14453bd061422a3b43077,The Internet Journal of Mental Health,1531-2941,False,False
bcdea5e8a80a405e9f0ea380b8b437bc,Journal of MultiDisciplinary Evaluation,1556-8180,False,False
bd0abf8969bc498a8c2f8fec0e3e79aa,Journal of Women's Entrepreneurship and Education ,1821-1283,False,False
bc555e7e9c734d86af3d2b0fc8d7ebdc,Archivos de Pediatría del Uruguay,"0004-0584, 1688-1249",False,False
bd25b5adbd5d47909ddec2014f69f259,Journal of Biomaterials Applications,0885-3282,False,False
bdb84e14610e481a8e85124e6a6094ea,Annals of human genetics.,"0003-4800, 1469-1809",False,False
bd9e04b3c4a949118d5eaf933995911e,"Vestnik BGU. Seriâ 1, Fizika, Matematika, Informatika",1561-834X,False,False
bd83acf4f20b4b5a95684a7957eeec3d,Breastfeeding Medicine,"1556-8342, 1556-8253",False,False
c05effbd65d949919b0b77ce3753cbb7,Liquid Crystals,"1366-5855, 0267-8292",False,False
c08656cdef5943d59bc8bdedf3304aad,COLORECTAL DISEASE,"1463-1318, 1462-8910",False,False
c0aad314930848b39cc181b8fe0bccbe,Simon Fraser University Educational Review,1916-050X,False,False
c0ace906d89d4264b2f6d5f507826218,Geography and Environmental Planning,"2252-0910, 2008-5362",False,False
bff810610b084436995f165fe7c1bc6e,Open Signal Processing Journal,1876-8253,False,False
bf9a88313077406e96cd41b84d2e5d21,Advances in Internet of Things,"2161-6825, 2161-6817",False,False
c002d9a295074dc4a6bbd709944dd914,European Journal of Neurology,"1351-5101, 1468-1331",False,False
bfd54e54c2eb483c9a61b2267f350d9b,International Journal of Research in Medical Sciences,"2320-6071, 2320-6012",False,False
bfd932ff4107449988343e028b09b1a2,Interactive Cardiovascular and Thoracic Surgery,"1569-9285, 1569-9293",False,False
c220b616120d4eebbd4468d847095ba3,Medicina Legal de Costa Rica,1409-0015,False,False
c292f9efdd614338bd2b48021c67a234,Cardiovascular Journal,2071-0917,False,False
c214aecc0c804e10a4e9e382519cbf54,Ekoloji,1300-1361,False,False
c285e3e45d0e403c99b63116b4205a77,Agriculture and Biology Journal of North America ,"2151-7525, 2151-7517",False,False
c4f823a20ae643e5917b853842553be3,"Information Technology, Learning, and Performance Journal",1535-1556,False,False
c4fc783a111d455895b81944e5b454f3,Metrika (Heidelberg) ,"0026-1335, 1435-926X",False,False
c5191f85070e4dcb98942deed13bbb1f,Open Law Journal,1874-950X,False,False
c3e30aefcea74d15adce37fb29a41ffa,Journal of Paramedical Sciences,"2008-496X, 2008-4978",False,False
c3ef2a355abc48f8b485d51d41a9c7d8,Zeitschrift für Gerontologie und Geriatrie ,"0948-6704, 1435-1269",False,False
c41f3449ce314b399965773253fb5386,Ethnographic Studies,1366-4964,False,False
c4e0c78a49754e9a87d8420cd248d5c5,Macabéa : Revista Eletrônica do Netlli,2316-1663,False,False
c48370110247444fb318ee94edb48728,American Journal of Nephrology,0250-8095,False,False
c4b8f08bbfbd43b781045cc83cbe877e,International Journal of Advanced Research In Computer Science and Software Engineering,2277-128X,False,False
c4db4b5515184f8f99806c688e3c4415,Social Policy Report,1075-7031,False,False
c73a6dab2ddd497885efde47dd52cce0,Apuntes : Revista de Estudios Sobre Patrimonio Cultural ,"2011-9003, 1657-9763",False,False
c73f0482143b45538147c4f1f26a2101,Semen,"0761-2990, 1957-780X",False,False
c760281abe854af3a11514fb10bb0144,Standort,"0174-3635, 1432-220X",False,False
c7603ef01b2b46299b68b8586a55a95f,Creative and Knowledge Society : International Scientific Journal,1338-5283,False,False
c77c527c53e94fd6bf6964b3ffad2fc0,New Zealand Journal of Physiotherapy,0303-7193,False,False
c6ee95d27cdc4b93aaf166093ce64894,Annales de Toxicologie Analytique,"1961-9480, 0768-598X",False,False
c6c3c3c665564ce6aaef5c7e6c30e312,Ingineria Iluminatului,"1454-5837, 2068-9853",False,False
c7371e51d0c94ebab9f8a5a8872ee70e,Elementa: Science of the Anthropocene,2325-1026,False,False
d865031f657d423da37181dfaa5deca6,Proceedings of the Institution of Mechanical Engineers. Part I,0959-6518,False,False
d89306b232b84938b4a448cb65168009,Arquivos brasileiros de Endocrinologia e Metabologia,"1677-9487, 0004-2730",False,False
d8531041707e41b68b4f218ef0e75e61,Revista Mexicana de Física,0035-001X,False,False
d7c7f1f58db74a8eb641871a0c91145a,Journal of Multidisciplinary Scientific Research,2307-6976,False,False
d7c8c391d80b4778a603028a3f5ba7c1,Open Cybernetics and Systemics Journal,1874-110X,False,False
d7de023b721643dc97e30f15ff57718f,International Journal of Machine Intelligence,"0975-2927, 0975-9166",False,False
d835ee9a583d46c381e996b377217054,Heilpädagogik online,1610-613X,False,False
da8fb05e5494469590fd6fa49097edc9,Synergies Monde,1951-6908,False,False
da900c460cd5453fb826a55d229ce8a3,Canadian Journal of Rural Medicine,"1488-237X, 1203-7796",False,False
db125692e9ef4e88b5ad1da2ed7cefdb,Annual Review of Biomedical Sciences,"1517-3011, 1806-8774",False,False
db2f209730bf4df6a5a848fa98cd43f4,Gulhane Medical Journal,1302-0471,False,False
db2fbaf507ad461394f238bbda3c635d,"International journal of hyperthermia : the official journal of North American Hyperthermia Group, European Society for Hyperthermic Oncology","1464-5157, 0265-6736",False,False
dad18d06ad34450695c6ef0dc654a63a,Mechanical Engineering Research,"1927-0615, 1927-0607",False,False
dae337219e024c6e89e7994161988b3d,Sokoto Journal of Veterinary Sciences,"1595-093X, 2315-6201",False,False
da9d1e08364b4f58b812a5c2af6bca90,Asian Academy of Management Journal,"1394-2603, 1985-8280",False,False
e7620f217059427f800b66148f5bbbb7,Cancer Biology & Medicine,2095-3941,False,False
e77e8e1a002742698595852661d032cd,Avances en Sistemas e Informática,"1909-0056, 1657-7663",False,False
e7e79dafc3604e50b20b0b91b7ed3217,E-Journal of Surface Science and Nanotechnology,1348-0391,False,False
e7857b8e95b64c4ab0695462106dd1c6,Journal of Agrobiology,1804-2686,False,False
e79cf5dd2dbe479cba65e3e87fa536e1,Journal of Neurology Research,"1923-2845, 1923-2853",False,False
e7c44155f0d240a6a305d3d20d0c259a,Open Journal of Molecular and Integrative Physiology,"2162-2167, 2162-2159",False,False
e3d8b898eef94741ab9ef509bb487494,"Software, concepts & tools ",0945-8115,False,False
e3e0cdab4f554a8a9840ae067b5da6b5,Simbiosis : Revista Electrónica de Ciencias de la Información,1548-3436,False,False
e302e918226c485a9f85d2b9db1573c9,Nephron Physiology,1660-2137,False,False
e392376c50c6444386276b8e2f544093,Insect Biochemistry and Molecular Biology,0965-1748,False,False
e35de1b0a15c4ba99a15e4c4536911da,International Journal of Innovations in Engineering and Technology,2319-1058,False,False
e38eccf513ac43f483f0ae5a6e588c94,Space Science Reviews,"1572-9672, 0038-6308",False,False
e309695b713e49cfa8d320601684c562,Insect molecular biology.,"1365-2583, 0962-1075",False,False
e313b898a7094588b311774cabd8bddc,Psychosomatik und Konsiliarpsychiatrie,"1862-8826, 1862-8818",False,False
e34491683ff643f092705561d4713259,"Journal of Mobile, Embedded and Distributed Systems",2067-4074,False,False
e3b96e65493449caa02b7c4a4cd25650,Indian Journal of Medical and Paediatric Oncology,"0971-5851, 0975-2129",False,False
e3c709e25323467380424127ff8f4722,International Journal of Emerging Technologies and Society,1835-8780,False,False
e602669642544a15a707fccbdca7df92,West Indian Medical Journal,"0043-3144, 0368-1238",False,False
e6122ab387694a7a93ec63635ad42faf,Journal of the Canadian Academy of Child and Adolescent Psychiatry,1719-8429,False,False
e5ec89e6e67245e3add5bff1c460688a,The Electronic Journal of Science Education,1087-3430,False,False
e5f85a71ea8d4386a6a222114df581ed,International Journal of Systems Control ,"1737-927X, 1737-9288",False,False
e93b9f14ddfa4e268fec171823c3dcaa,Cardiology.,0008-6312,False,False
e94308b0606444129c8a856133f41cf5,Vienna Journal on International Constitutional Law,1995-5855,False,False
e949ba3b6f814c788c27688cc603df35,Mutagenesis,"0267-8357, 1464-3804",False,False
e97d36ef879346bdaef64ec972741b93,Gerais : Revista Interinstitucional de Psicologia,1983-8220,False,False
eaa44aea0b32418c901d6e8c8ea0da61,AECL Nuclear Review,"1929-6371, 1929-8056",False,False
eaa885a58ccf454aa7be688cb9c532bf,Early Modern Japan : An Interdisciplinary Journal,"1940-7955, 1940-7947",False,False
e9f58cc9e6c3467e83dfd4de59b4b525,Looking Glass : New Perspectives on Children's Literature,1551-5680,False,False
e9ff820d9f4348b5af8a366ccf7bd1bf,Journal of Cardiovascular Pharmacology and Therapeutics,1074-2484,False,False
ea480a5f2e4b4d4c99a9eca5ed6988de,Annals of Dyslexia,"0736-9387, 1934-7243",False,False
ea60d9c5016c4ff8b972320ee30e0847,eSci Journal of Crop Production,"2305-2627, 2306-4064",False,False
ea70ceedd44948db84290a6cb7635ac2,Agricultural Engineering ,0554-5587,False,False
ed59dfd21dfa4abd9296cc5dd99d64af,Resistance Studies Magazine,1654-7063,False,False
ed6dd5578d0740d99500a311be70f570,Analele Universităţii Bucureşti: Ştiinţe Politice,1582-2486,False,False
6fc0cb1b37434ce8867c3973d4f1ed17,Revista Nordestina de Ecoturismo,1983-8344,False,False
6fe53ec33aed42baa8f947a829f4c2d9,Unbound : Harvard Journal of the Legal Left,1932-3808,False,False
720c3b507214492ba77d0e787dd5bcf7,International Journal of Agricultural Management and Development ,"2159-5860, 2159-5852",False,False
7216158ae137438f9c8367704df967f1,Boletín de Lingüística,0798-9709,False,False
725bfc02c6ab4f7d8e0415f8dfc39c7a,International Journal of Endocrinology and Metabolism,"1726-9148, 1726-913X",False,False
71b8cfe0bf8349a5bc7194af44ee7b3f,Revista Científica Ciencia Médica,"1817-7433, 2220-2234",False,False
7473f883027c4ca9bf9e2d7c2f443f6f,Neues Curriculum,1947-5519,False,False
751476146b6d4849bf3f36bbc86947ca,International Organisations Research Journal,1996-7845,False,False
7983330f75484cfab10b59ca4a7340ad,On Our Terms : The Undergraduate Journal of the Athena Center for Leadership Studies,2325-4696,False,False
7922ee9cb8d24c50b4698fb4c16472de,Advances in Clinical Medicine ,"2161-8720, 2161-8712",False,False
796001c70277430484addc9db833e22d,Physics and Chemistry of Minerals,"0342-1791, 1432-2021",False,False
7b69d2b54d484fd9aef0c18369d682bb,African Journal of Business Management,1993-8233,False,False
7c1bf9b61b9f486a839302768079b485,Organic letters - publ. by the American Chemical Society,"1523-7052, 1523-7060",False,False
7bb2c7f1c6a443338d474db4a0f833a7,Revista Latinoamericana de Ortodoncia y Odontopediatria,1317-5823,False,False
7bcae286853741d6b92e838561bae83b,MMWR CDC Surveillance Summaries,"1546-0738, 1545-8636",False,False
7b309e00611b4822a8de51da4c03831d,International Journal on Soft Computing ,"2229-7103, 2229-6735",False,False
7b469363f4224634bb53b81e707260b4,Human : Research in Rehabilitation,"2232-996X, 2232-9935",False,False
7f9222fe21a54d288b184732ccb418d4,Journal of Applied Sciences in Environmental Sanitation,"0126-2807, 1978-6980",False,False
7fd50b2fd1d144ac8cba9514f360bbf6,"Scientific papers : Series D, Animal Science",2285-5750,False,False
8600842717d241dc960d4c938811f004,British journal of dermatology : the official organ of the British association of dermatology,"1365-2133, 0007-0963",False,False
860e1bf79434497d96e9ef533af28c78,British Biotechnology Journal,2231-2927,False,False
865fa5b55be14ccba14a2598629289c7,Boletim Centro de Pesquisa e Processamento de Alimentos,"1983-9774, 0102-0323",False,False
85e146dfaf234f95928c8f5924a4720f,Advances in Business-Related Scientific Research Journal,1855-931X,False,False
85adcc4ec68d4d8ebe6a2dde6d5b7160,Aperturas Psicoanalíticas,1699-4825,False,False
82ccf1e2b0a44478948b338aceb5fa0f,Cuneiform Digital Library Journal,1540-8779,False,False
8368d082436043b99cfb44b7789dc791,Interação (Curitiba),1516-1854,False,False
8375832fa4694b828b37358dcce8ba45,ITB Journal of Science,1978-3043,False,False
83916a7818374c769e27f13b176eeb3e,Santé Publique,"2104-3841, 0995-3914",False,False
83970c98dd594c96881c0e6ba27358f1,International Political Anthropology,"1974-7268, 2283-9887",False,False
847a72c22b4f4689a6e649c5d751c2d6,Kuwait Journal of Science,"2307-4116, 2307-4108",False,False
8488f64cd69a4b40a6d688aefb903b7c,Breviário de Filosofia Pública,2236-420X,False,False
84de051798d34e95960a32f394603048,International Journal of Mormon Studies ,"1757-5532, 1757-5540",False,False
84b5eaa6deec4ccab7a3d9fc68622700,Joannea Botanik,1562-9414,False,False
8561c4f299f54345a6f33737a3896abb,e-International Journal of Educational Research,1309-6265,False,False
8550b7f26b9a49d3bd0c29582833ccc2,Solutions Journal,"2154-0896, 2154-0926",False,False
87314ea655894617891f53ce167035a5,Revista Tecnología y Sociedad,2314-3037,False,False
8746bb357e2b44daa3930a3cf09a1ab7,American journal of medical genetics. Part A,"1552-4825, 1552-4833",False,False
874b6040fea545f18f1eaca0d4bf306c,Iranian Journal of Earth Sciences,"2228-785X, 2008-8779",False,False
86915d99bf0b47d08bf57805dd398642,Ciencias Holguín,1027-2127,False,False
